Event,State,Date,Match code,Red team 1,Red team 2,Blue team 1,Blue team 2,Red auto,Red teleop,Red endgame,Red penalty,Blue auto,Blue teleop,Blue endgame,Blue penalty
League Tournament: La Porte City,IA,2019-01-12T00:00:00.000Z,1819-IA-LT9-Q019-1,5094,8696,13206,9215,110,15,50,0,30,16,15,0
League Tournament: La Porte City,IA,2019-01-12T00:00:00.000Z,1819-IA-LT9-Q020-1,9575,14375,15050,4389,40,4,50,0,70,44,65,0
League Tournament: La Porte City,IA,2019-01-12T00:00:00.000Z,1819-IA-LT9-Q021-1,3788,14562,5153,8749,25,9,40,0,55,7,75,0
League Tournament: La Porte City,IA,2019-01-12T00:00:00.000Z,1819-IA-LT9-Q022-1,8743,10069,8953,6297,110,16,100,0,45,6,50,0
League Tournament: La Porte City,IA,2019-01-12T00:00:00.000Z,1819-IA-LT9-Q023-1,4156,7500,6625,13186,85,37,50,0,95,12,65,0
League Tournament: La Porte City,IA,2019-01-12T00:00:00.000Z,1819-IA-LT9-Q024-1,4389,6297,3788,7495,30,38,15,0,0,10,40,0
League Tournament: La Porte City,IA,2019-01-12T00:00:00.000Z,1819-IA-LT9-Q025-1,9575,8953,5094,5153,45,8,0,0,30,21,75,0
League Tournament: La Porte City,IA,2019-01-12T00:00:00.000Z,1819-IA-LT9-Q026-1,10069,9215,11252,4156,110,17,50,0,95,29,50,0
League Tournament: La Porte City,IA,2019-01-12T00:00:00.000Z,1819-IA-LT9-Q027-1,14375,13206,7500,8749,85,14,100,0,95,25,100,0
League Tournament: La Porte City,IA,2019-01-12T00:00:00.000Z,1819-IA-LT9-Q028-1,6625,8743,14562,8696,70,12,100,0,15,2,50,0
League Tournament: La Porte City,IA,2019-01-12T00:00:00.000Z,1819-IA-LT9-Q029-1,14736,13186,15050,13206,95,10,65,0,55,14,75,0
Rhode Island FTC Qualifier 2,RI,2019-01-12T00:00:00.000Z,1819-RI-RHQ2-Q001-1,3032,149,13131,11076,100,6,50,0,0,5,65,0
Rhode Island FTC Qualifier 2,RI,2019-01-12T00:00:00.000Z,1819-RI-RHQ2-Q002-1,252,10773,9370,14567,40,12,0,0,0,0,0,0
Rhode Island FTC Qualifier 2,RI,2019-01-12T00:00:00.000Z,1819-RI-RHQ2-Q003-1,7093,11687,689,3221,0,8,50,0,0,4,0,10
Rhode Island FTC Qualifier 2,RI,2019-01-12T00:00:00.000Z,1819-RI-RHQ2-Q004-1,11076,12193,13540,252,30,8,100,0,70,6,65,0
Rhode Island FTC Qualifier 2,RI,2019-01-12T00:00:00.000Z,1819-RI-RHQ2-Q005-1,14567,3221,3032,689,0,0,0,0,45,14,0,0
Rhode Island FTC Qualifier 2,RI,2019-01-12T00:00:00.000Z,1819-RI-RHQ2-Q006-1,9370,13540,149,7093,0,6,50,0,30,20,50,0
Rhode Island FTC Qualifier 2,RI,2019-01-12T00:00:00.000Z,1819-RI-RHQ2-Q007-1,11687,12193,13131,10773,0,8,50,0,0,0,50,0
Rhode Island FTC Qualifier 2,RI,2019-01-12T00:00:00.000Z,1819-RI-RHQ2-Q008-1,7093,689,3032,252,0,2,0,0,85,10,50,0
Rhode Island FTC Qualifier 2,RI,2019-01-12T00:00:00.000Z,1819-RI-RHQ2-Q009-1,12193,13131,3221,9370,0,4,50,0,0,10,15,0
Rhode Island FTC Qualifier 2,RI,2019-01-12T00:00:00.000Z,1819-RI-RHQ2-Q010-1,10773,14567,149,11076,0,4,15,0,0,0,0,0
Rhode Island FTC Qualifier 2,RI,2019-01-12T00:00:00.000Z,1819-RI-RHQ2-Q011-1,13540,3032,9370,11687,110,29,50,0,0,4,15,0
Rhode Island FTC Qualifier 2,RI,2019-01-12T00:00:00.000Z,1819-RI-RHQ2-Q012-1,14567,11076,12193,7093,0,2,25,0,30,6,65,0
Rhode Island FTC Qualifier 2,RI,2019-01-12T00:00:00.000Z,1819-RI-RHQ2-Q013-1,252,149,3221,11687,135,42,100,0,40,9,30,0
Rhode Island FTC Qualifier 2,RI,2019-01-12T00:00:00.000Z,1819-RI-RHQ2-Q014-1,689,10773,13131,13540,35,4,15,0,30,15,50,0
Rhode Island FTC Qualifier 2,RI,2019-01-12T00:00:00.000Z,1819-RI-RHQ2-Q015-1,7093,3032,12193,149,65,15,50,0,110,40,100,0
Rhode Island FTC Qualifier 2,RI,2019-01-12T00:00:00.000Z,1819-RI-RHQ2-Q016-1,3221,13131,13540,14567,90,14,75,0,0,17,75,0
Rhode Island FTC Qualifier 2,RI,2019-01-12T00:00:00.000Z,1819-RI-RHQ2-Q017-1,11076,9370,11687,689,30,2,15,0,0,4,30,0
Rhode Island FTC Qualifier 2,RI,2019-01-12T00:00:00.000Z,1819-RI-RHQ2-Q018-1,252,7093,10773,3032,95,16,65,0,80,4,0,0
Rhode Island FTC Qualifier 2,RI,2019-01-12T00:00:00.000Z,1819-RI-RHQ2-E005-1,252,3032,12193,149,100,14,100,0,110,37,100,0
Rhode Island FTC Qualifier 2,RI,2019-01-12T00:00:00.000Z,1819-RI-RHQ2-E006-1,252,3032,12193,149,100,25,100,0,110,26,100,0
Rhode Island FTC Qualifier 2,RI,2019-01-12T00:00:00.000Z,1819-RI-RHQ2-E001-1,252,3032,13131,10773,135,8,65,0,0,14,75,10
Rhode Island FTC Qualifier 2,RI,2019-01-12T00:00:00.000Z,1819-RI-RHQ2-E003-1,252,3032,13131,10773,80,4,65,0,40,12,25,0
Rhode Island FTC Qualifier 2,RI,2019-01-12T00:00:00.000Z,1819-RI-RHQ2-E002-1,12193,149,7093,13540,135,31,100,10,100,50,50,0
Rhode Island FTC Qualifier 2,RI,2019-01-12T00:00:00.000Z,1819-RI-RHQ2-E004-1,12193,149,7093,13540,110,44,50,0,75,26,15,0
Rhode Island FTC Qualifier 1,RI,2019-01-05T00:00:00.000Z,1819-RI-RHQ1-Q001-1,10847,701,13181,3351,0,15,50,0,85,12,65,0
Rhode Island FTC Qualifier 1,RI,2019-01-05T00:00:00.000Z,1819-RI-RHQ1-Q002-1,154,9509,652,5030,110,17,100,0,30,12,15,0
Rhode Island FTC Qualifier 1,RI,2019-01-05T00:00:00.000Z,1819-RI-RHQ1-Q003-1,4333,4531,654,8129,30,6,25,0,30,13,65,0
Rhode Island FTC Qualifier 1,RI,2019-01-05T00:00:00.000Z,1819-RI-RHQ1-Q004-1,10376,6527,6217,701,85,30,65,0,60,6,50,0
Rhode Island FTC Qualifier 1,RI,2019-01-05T00:00:00.000Z,1819-RI-RHQ1-Q005-1,13181,5030,652,4333,120,12,0,0,30,8,15,0
Rhode Island FTC Qualifier 1,RI,2019-01-05T00:00:00.000Z,1819-RI-RHQ1-Q006-1,154,6527,10847,4531,70,17,50,0,10,6,50,0
Rhode Island FTC Qualifier 1,RI,2019-01-05T00:00:00.000Z,1819-RI-RHQ1-Q007-1,654,3351,9509,6217,30,10,15,0,95,10,100,0
Rhode Island FTC Qualifier 1,RI,2019-01-05T00:00:00.000Z,1819-RI-RHQ1-Q008-1,8129,5030,10376,701,30,6,100,0,70,19,50,0
Rhode Island FTC Qualifier 1,RI,2019-01-05T00:00:00.000Z,1819-RI-RHQ1-Q009-1,154,654,6527,13181,40,37,0,0,120,30,50,0
Rhode Island FTC Qualifier 1,RI,2019-01-05T00:00:00.000Z,1819-RI-RHQ1-Q010-1,6217,10847,8129,652,45,14,65,0,40,11,100,0
Rhode Island FTC Qualifier 1,RI,2019-01-05T00:00:00.000Z,1819-RI-RHQ1-Q011-1,9509,4333,4531,10376,60,14,75,0,55,15,50,0
Rhode Island FTC Qualifier 1,RI,2019-01-05T00:00:00.000Z,1819-RI-RHQ1-Q012-1,3351,652,6527,8129,10,4,0,0,70,7,100,0
Rhode Island FTC Qualifier 1,RI,2019-01-05T00:00:00.000Z,1819-RI-RHQ1-Q013-1,9509,10847,701,4333,80,6,65,0,65,20,75,0
Rhode Island FTC Qualifier 1,RI,2019-01-05T00:00:00.000Z,1819-RI-RHQ1-Q014-1,13181,6217,5030,4531,145,27,100,0,45,10,0,0
Rhode Island FTC Qualifier 1,RI,2019-01-05T00:00:00.000Z,1819-RI-RHQ1-Q015-1,654,10376,3351,154,40,20,0,0,70,15,50,0
Rhode Island FTC Qualifier 1,RI,2019-01-05T00:00:00.000Z,1819-RI-RHQ1-Q016-1,8129,13181,6527,9509,110,15,100,0,70,25,65,0
Rhode Island FTC Qualifier 1,RI,2019-01-05T00:00:00.000Z,1819-RI-RHQ1-Q017-1,5030,10376,10847,654,60,28,50,0,35,4,30,0
Rhode Island FTC Qualifier 1,RI,2019-01-05T00:00:00.000Z,1819-RI-RHQ1-Q018-1,6217,3351,4333,154,95,12,50,0,30,0,0,0
Rhode Island FTC Qualifier 1,RI,2019-01-05T00:00:00.000Z,1819-RI-RHQ1-Q019-1,701,652,4531,654,85,20,50,0,0,7,50,10
Rhode Island FTC Qualifier 1,RI,2019-01-05T00:00:00.000Z,1819-RI-RHQ1-E006-1,13181,10376,8129,9509,105,40,50,0,110,12,100,0
Rhode Island FTC Qualifier 1,RI,2019-01-05T00:00:00.000Z,1819-RI-RHQ1-E007-1,13181,10376,8129,9509,130,37,100,10,110,14,100,0
Rhode Island FTC Qualifier 1,RI,2019-01-05T00:00:00.000Z,1819-RI-RHQ1-E008-1,13181,10376,8129,9509,95,17,50,0,30,10,75,0
Rhode Island FTC Qualifier 1,RI,2019-01-05T00:00:00.000Z,1819-RI-RHQ1-E001-1,13181,10376,701,3351,95,32,100,0,60,12,65,0
Rhode Island FTC Qualifier 1,RI,2019-01-05T00:00:00.000Z,1819-RI-RHQ1-E003-1,13181,10376,701,3351,40,20,50,0,60,17,50,0
Rhode Island FTC Qualifier 1,RI,2019-01-05T00:00:00.000Z,1819-RI-RHQ1-E005-1,13181,10376,701,3351,95,42,100,0,95,0,50,0
Rhode Island FTC Qualifier 1,RI,2019-01-05T00:00:00.000Z,1819-RI-RHQ1-E002-1,8129,9509,6527,154,60,14,100,40,85,15,65,0
Rhode Island FTC Qualifier 1,RI,2019-01-05T00:00:00.000Z,1819-RI-RHQ1-E004-1,8129,9509,6527,154,60,16,100,0,30,15,0,0
Ferris Qualifier,TX,2019-01-26T00:00:00.000Z,1819-TX-Q10-Q001-1,7172,11793,11629,8811,55,67,50,0,0,4,15,40
Ferris Qualifier,TX,2019-01-26T00:00:00.000Z,1819-TX-Q10-Q002-1,12791,15373,15195,15375,40,10,15,0,80,8,50,0
Ferris Qualifier,TX,2019-01-26T00:00:00.000Z,1819-TX-Q10-Q003-1,9161,11425,9001,15648,30,22,100,0,40,12,25,0
Ferris Qualifier,TX,2019-01-26T00:00:00.000Z,1819-TX-Q10-Q004-1,6566,13811,127,15199,30,4,15,0,110,12,50,0
Ferris Qualifier,TX,2019-01-26T00:00:00.000Z,1819-TX-Q10-Q005-1,8514,8130,13213,9256,80,2,50,0,80,18,65,0
Ferris Qualifier,TX,2019-01-26T00:00:00.000Z,1819-TX-Q10-Q006-1,15431,10526,15197,9201,0,6,0,20,15,8,15,0
Ferris Qualifier,TX,2019-01-26T00:00:00.000Z,1819-TX-Q10-Q007-1,8204,11594,14904,9001,10,0,75,0,40,16,75,0
Ferris Qualifier,TX,2019-01-26T00:00:00.000Z,1819-TX-Q10-Q008-1,9256,15199,15373,11793,0,0,0,10,0,10,50,0
Ferris Qualifier,TX,2019-01-26T00:00:00.000Z,1819-TX-Q10-Q009-1,9161,7172,15375,15431,80,87,100,0,0,2,0,0
Ferris Qualifier,TX,2019-01-26T00:00:00.000Z,1819-TX-Q10-Q010-1,8811,15195,15648,8514,40,12,75,0,40,15,15,0
Ferris Qualifier,TX,2019-01-26T00:00:00.000Z,1819-TX-Q10-Q011-1,14904,6566,15197,8130,40,4,65,0,50,8,40,0
Ferris Qualifier,TX,2019-01-26T00:00:00.000Z,1819-TX-Q10-Q012-1,11425,11629,11594,127,40,8,75,0,65,14,75,0
Ferris Qualifier,TX,2019-01-26T00:00:00.000Z,1819-TX-Q10-Q013-1,13213,13811,10526,12791,85,6,75,0,0,10,0,0
Ferris Qualifier,TX,2019-01-26T00:00:00.000Z,1819-TX-Q10-Q014-1,9201,15375,8204,6566,25,0,40,0,0,12,15,0
Ferris Qualifier,TX,2019-01-26T00:00:00.000Z,1819-TX-Q10-Q015-1,9161,15197,9256,127,10,21,50,0,50,19,75,0
Ferris Qualifier,TX,2019-01-26T00:00:00.000Z,1819-TX-Q10-Q016-1,8811,11425,10526,14904,40,0,65,90,40,14,50,0
Ferris Qualifier,TX,2019-01-26T00:00:00.000Z,1819-TX-Q10-Q017-1,15199,11594,12791,15431,40,6,15,10,0,0,50,0
Ferris Qualifier,TX,2019-01-26T00:00:00.000Z,1819-TX-Q10-Q018-1,13811,8130,7172,15373,110,6,40,0,110,56,50,0
Ferris Qualifier,TX,2019-01-26T00:00:00.000Z,1819-TX-Q10-Q019-1,11793,8204,15195,13213,40,4,50,70,95,16,50,0
Ferris Qualifier,TX,2019-01-26T00:00:00.000Z,1819-TX-Q10-Q020-1,8514,11629,9001,9201,15,12,0,10,0,10,50,0
Ferris Qualifier,TX,2019-01-26T00:00:00.000Z,1819-TX-Q10-Q021-1,15648,9256,14904,7172,10,15,30,10,110,78,100,0
Ferris Qualifier,TX,2019-01-26T00:00:00.000Z,1819-TX-Q10-Q022-1,127,8204,8130,12791,70,12,50,0,80,19,0,0
Ferris Qualifier,TX,2019-01-26T00:00:00.000Z,1819-TX-Q10-Q023-1,13213,15431,11629,6566,55,6,100,0,30,10,65,0
Ferris Qualifier,TX,2019-01-26T00:00:00.000Z,1819-TX-Q10-Q024-1,15197,9001,13811,8811,25,14,40,0,30,0,25,0
Ferris Qualifier,TX,2019-01-26T00:00:00.000Z,1819-TX-Q10-Q025-1,8514,10526,15373,9161,15,4,0,0,0,28,100,0
Ferris Qualifier,TX,2019-01-26T00:00:00.000Z,1819-TX-Q10-Q026-1,9201,15195,11425,15199,55,12,75,0,100,8,50,0
Ferris Qualifier,TX,2019-01-26T00:00:00.000Z,1819-TX-Q10-Q027-1,11793,15648,15375,11594,60,23,25,0,35,12,65,0
Ferris Qualifier,TX,2019-01-26T00:00:00.000Z,1819-TX-Q10-Q028-1,9001,9256,6566,12791,10,12,40,0,80,4,30,0
Ferris Qualifier,TX,2019-01-26T00:00:00.000Z,1819-TX-Q10-Q029-1,15373,127,9201,13213,85,8,50,10,0,12,65,0
Ferris Qualifier,TX,2019-01-26T00:00:00.000Z,1819-TX-Q10-Q030-1,15375,15197,11425,8514,15,8,15,0,65,0,15,0
Ferris Qualifier,TX,2019-01-26T00:00:00.000Z,1819-TX-Q10-Q031-1,15431,14904,11793,13811,30,20,100,0,10,4,0,0
Ferris Qualifier,TX,2019-01-26T00:00:00.000Z,1819-TX-Q10-Q032-1,8130,10526,11629,15648,65,10,50,0,65,17,100,0
Ferris Qualifier,TX,2019-01-26T00:00:00.000Z,1819-TX-Q10-Q033-1,8811,8204,15199,9161,40,8,15,0,40,21,65,0
Ferris Qualifier,TX,2019-01-26T00:00:00.000Z,1819-TX-Q10-Q034-1,15195,7172,11594,15197,135,60,50,10,25,14,30,0
Montana FTC  Championship,MT,2019-01-25T00:00:00.000Z,1819-MT-CTMT1-Q001-1,13753,6088,10662,14147,0,2,15,0,70,24,50,0
Montana FTC  Championship,MT,2019-01-25T00:00:00.000Z,1819-MT-CTMT1-Q002-1,14324,8717,4133,10595,15,0,65,0,25,9,0,0
Montana FTC  Championship,MT,2019-01-25T00:00:00.000Z,1819-MT-CTMT1-Q003-1,14557,12727,10541,54,85,2,15,0,55,44,65,40
Montana FTC  Championship,MT,2019-01-25T00:00:00.000Z,1819-MT-CTMT1-Q004-1,4604,658,14019,5026,40,12,15,0,90,47,100,0
Montana FTC  Championship,MT,2019-01-25T00:00:00.000Z,1819-MT-CTMT1-Q005-1,6437,9809,7283,2879,40,4,30,0,0,4,15,0
Montana FTC  Championship,MT,2019-01-25T00:00:00.000Z,1819-MT-CTMT1-Q006-1,12384,13465,11063,7002,30,52,30,0,0,5,65,40
Montana FTC  Championship,MT,2019-01-25T00:00:00.000Z,1819-MT-CTMT1-Q007-1,10731,9112,8271,4273,110,16,100,0,0,4,0,0
Montana FTC  Championship,MT,2019-01-25T00:00:00.000Z,1819-MT-CTMT1-Q008-1,3188,4813,724,12239,25,6,25,50,75,73,15,0
Montana FTC  Championship,MT,2019-01-25T00:00:00.000Z,1819-MT-CTMT1-Q009-1,15673,54,14019,14324,70,35,50,0,65,10,100,20
Montana FTC  Championship,MT,2019-01-25T00:00:00.000Z,1819-MT-CTMT1-Q010-1,6437,12384,14147,10541,95,58,65,0,70,27,65,0
Montana FTC  Championship,MT,2019-01-25T00:00:00.000Z,1819-MT-CTMT1-Q011-1,12727,10595,11063,5026,125,14,50,0,0,0,0,0
Montana FTC  Championship,MT,2019-01-25T00:00:00.000Z,1819-MT-CTMT1-Q012-1,4133,10731,12239,7002,75,30,100,0,50,4,75,0
Montana FTC  Championship,MT,2019-01-25T00:00:00.000Z,1819-MT-CTMT1-Q013-1,4273,724,658,6088,0,81,0,0,30,4,0,0
Montana FTC  Championship,MT,2019-01-25T00:00:00.000Z,1819-MT-CTMT1-Q014-1,9809,13753,15673,8271,60,6,40,0,65,4,15,0
Montana FTC  Championship,MT,2019-01-25T00:00:00.000Z,1819-MT-CTMT1-Q015-1,4604,7283,9112,3188,90,12,30,0,55,0,15,0
Montana FTC  Championship,MT,2019-01-25T00:00:00.000Z,1819-MT-CTMT1-Q016-1,4813,8717,14557,13465,40,17,65,0,90,12,0,0
Montana FTC  Championship,MT,2019-01-25T00:00:00.000Z,1819-MT-CTMT1-Q017-1,10595,10662,2879,4273,45,2,100,10,30,12,15,0
Montana FTC  Championship,MT,2019-01-25T00:00:00.000Z,1819-MT-CTMT1-Q018-1,12384,12239,14324,658,55,53,65,0,40,8,100,0
Montana FTC  Championship,MT,2019-01-25T00:00:00.000Z,1819-MT-CTMT1-Q019-1,14147,14019,10731,9809,110,24,50,0,55,12,65,0
Montana FTC  Championship,MT,2019-01-25T00:00:00.000Z,1819-MT-CTMT1-Q020-1,15673,11063,10541,4133,30,9,30,0,30,39,65,40
Montana FTC  Championship,MT,2019-01-25T00:00:00.000Z,1819-MT-CTMT1-Q021-1,2879,3188,7002,14557,45,18,65,0,45,7,100,0
Montana FTC  Championship,MT,2019-01-25T00:00:00.000Z,1819-MT-CTMT1-Q022-1,7283,13465,10662,12727,10,0,0,0,60,19,100,0
Montana FTC  Championship,MT,2019-01-25T00:00:00.000Z,1819-MT-CTMT1-Q023-1,5026,6088,6437,9112,55,47,75,0,110,15,65,0
Montana FTC  Championship,MT,2019-01-25T00:00:00.000Z,1819-MT-CTMT1-Q024-1,54,724,8717,13753,95,76,100,0,0,40,50,0
Montana FTC  Championship,MT,2019-01-25T00:00:00.000Z,1819-MT-CTMT1-Q025-1,8271,2879,4604,4813,75,6,50,0,75,8,40,0
Montana FTC  Championship,MT,2019-01-25T00:00:00.000Z,1819-MT-CTMT1-Q026-1,9809,14557,12384,10595,65,16,75,0,120,84,100,0
Montana FTC  Championship,MT,2019-01-25T00:00:00.000Z,1819-MT-CTMT1-Q027-1,12727,658,3188,10731,45,9,100,0,115,20,65,0
Montana FTC  Championship,MT,2019-01-25T00:00:00.000Z,1819-MT-CTMT1-Q028-1,9112,14147,724,4133,135,23,50,0,120,45,65,0
Montana FTC  Championship,MT,2019-01-25T00:00:00.000Z,1819-MT-CTMT1-Q029-1,4273,14324,13753,6437,45,8,50,0,30,8,30,0
Montana FTC  Championship,MT,2019-01-25T00:00:00.000Z,1819-MT-CTMT1-Q030-1,13465,10541,12239,4604,25,9,30,0,25,12,40,0
Montana FTC  Championship,MT,2019-01-25T00:00:00.000Z,1819-MT-CTMT1-Q031-1,6088,7283,54,8271,30,4,25,0,65,30,65,0
Montana FTC  Championship,MT,2019-01-25T00:00:00.000Z,1819-MT-CTMT1-Q032-1,11063,14019,8717,10662,55,14,50,0,85,28,100,0
Montana FTC  Championship,MT,2019-01-25T00:00:00.000Z,1819-MT-CTMT1-Q033-1,5026,7002,4813,15673,85,45,65,0,10,10,15,0
Montana FTC  Championship,MT,2019-01-25T00:00:00.000Z,1819-MT-CTMT1-Q034-1,9809,10541,3188,14324,25,12,40,0,55,14,65,0
Montana FTC  Championship,MT,2019-01-25T00:00:00.000Z,1819-MT-CTMT1-Q035-1,10595,6437,10731,724,0,12,100,40,120,73,100,0
Montana FTC  Championship,MT,2019-01-25T00:00:00.000Z,1819-MT-CTMT1-Q036-1,54,4604,4273,12384,25,34,65,40,95,71,65,0
Montana FTC  Championship,MT,2019-01-25T00:00:00.000Z,1819-MT-CTMT1-Q037-1,2879,15673,12727,9112,40,14,50,0,125,8,100,0
Montana FTC  Championship,MT,2019-01-25T00:00:00.000Z,1819-MT-CTMT1-Q038-1,14147,8271,7002,8717,55,13,65,90,85,17,65,0
Montana FTC  Championship,MT,2019-01-25T00:00:00.000Z,1819-MT-CTMT1-Q039-1,5026,4133,13465,13753,145,20,100,0,15,34,40,0
Montana FTC  Championship,MT,2019-01-25T00:00:00.000Z,1819-MT-CTMT1-Q040-1,4813,11063,658,7283,15,2,15,0,30,14,0,0
Montana FTC  Championship,MT,2019-01-25T00:00:00.000Z,1819-MT-CTMT1-Q041-1,14557,12239,6088,14019,40,16,75,0,55,11,65,10
Montana FTC  Championship,MT,2019-01-25T00:00:00.000Z,1819-MT-CTMT1-Q042-1,10662,12384,14324,10731,70,61,100,0,90,16,100,0
Detroit FTC Qualifier,MI,2018-11-16T00:00:00.000Z,1819-FIM-Q9-Q001-1,14007,14759,10210,14000,0,6,50,0,0,2,15,0
Detroit FTC Qualifier,MI,2018-11-16T00:00:00.000Z,1819-FIM-Q9-Q002-1,14766,8753,14744,14003,0,0,15,0,0,10,15,0
Detroit FTC Qualifier,MI,2018-11-16T00:00:00.000Z,1819-FIM-Q9-Q003-1,13994,14775,13999,14008,0,2,0,0,0,0,0,0
Detroit FTC Qualifier,MI,2018-11-16T00:00:00.000Z,1819-FIM-Q9-Q004-1,14776,15222,10280,14004,0,2,15,0,30,9,15,0
Detroit FTC Qualifier,MI,2018-11-16T00:00:00.000Z,1819-FIM-Q9-Q005-1,13996,14010,14001,14771,15,2,0,0,0,2,40,0
Detroit FTC Qualifier,MI,2018-11-16T00:00:00.000Z,1819-FIM-Q9-Q006-1,14773,14772,12467,11438,0,6,0,10,30,7,50,0
Detroit FTC Qualifier,MI,2018-11-16T00:00:00.000Z,1819-FIM-Q9-Q007-1,13995,10280,14005,13994,30,0,0,0,0,2,0,0
Detroit FTC Qualifier,MI,2018-11-16T00:00:00.000Z,1819-FIM-Q9-Q008-1,14008,14766,14001,14000,0,2,15,0,0,10,40,0
Detroit FTC Qualifier,MI,2018-11-16T00:00:00.000Z,1819-FIM-Q9-Q009-1,14004,10210,14772,13996,0,11,15,0,0,2,15,0
Detroit FTC Qualifier,MI,2018-11-16T00:00:00.000Z,1819-FIM-Q9-Q010-1,14003,13995,14773,14007,15,6,40,0,0,6,25,0
Detroit FTC Qualifier,MI,2018-11-16T00:00:00.000Z,1819-FIM-Q9-Q011-1,14005,14771,12467,15222,0,4,40,0,15,11,65,0
Detroit FTC Qualifier,MI,2018-11-16T00:00:00.000Z,1819-FIM-Q9-Q012-1,11438,13999,8753,14776,30,0,50,0,0,8,30,0
Detroit FTC Qualifier,MI,2018-11-16T00:00:00.000Z,1819-FIM-Q9-Q013-1,14759,14744,14010,14775,0,5,15,0,15,4,25,0
Detroit FTC Qualifier,MI,2018-11-16T00:00:00.000Z,1819-FIM-Q9-Q014-1,14003,14001,14005,14004,0,4,40,0,0,0,40,0
Detroit FTC Qualifier,MI,2018-11-16T00:00:00.000Z,1819-FIM-Q9-Q015-1,14007,12467,13999,10280,0,2,25,0,30,10,50,0
Detroit FTC Qualifier,MI,2018-11-16T00:00:00.000Z,1819-FIM-Q9-Q016-1,13994,14772,14771,14776,0,2,15,0,0,8,30,10
Detroit FTC Qualifier,MI,2018-11-16T00:00:00.000Z,1819-FIM-Q9-Q017-1,14000,13995,11438,14744,15,8,25,0,25,12,25,0
Detroit FTC Qualifier,MI,2018-11-16T00:00:00.000Z,1819-FIM-Q9-Q018-1,15222,13996,14759,14773,25,4,40,0,0,2,0,0
Detroit FTC Qualifier,MI,2018-11-16T00:00:00.000Z,1819-FIM-Q9-Q019-1,14010,10210,14008,8753,0,6,40,10,0,2,40,0
Detroit FTC Qualifier,MI,2018-11-16T00:00:00.000Z,1819-FIM-Q9-Q020-1,14004,14766,14775,13995,0,10,40,0,35,4,40,0
Detroit FTC Qualifier,MI,2018-11-16T00:00:00.000Z,1819-FIM-Q9-Q021-1,14000,13996,13999,14003,10,11,40,0,0,6,0,0
Detroit FTC Qualifier,MI,2018-11-16T00:00:00.000Z,1819-FIM-Q9-Q022-1,14008,14773,14771,10280,0,2,0,10,30,10,15,0
Detroit FTC Qualifier,MI,2018-11-16T00:00:00.000Z,1819-FIM-Q9-Q023-1,14744,14001,10210,13994,30,12,15,0,0,4,15,0
Detroit FTC Qualifier,MI,2018-11-16T00:00:00.000Z,1819-FIM-Q9-Q024-1,8753,14005,14772,14759,0,0,30,0,0,2,25,0
Detroit FTC Qualifier,MI,2018-11-16T00:00:00.000Z,1819-FIM-Q9-Q025-1,12467,14776,14766,14010,55,8,75,0,10,11,15,0
Detroit FTC Qualifier,MI,2018-11-16T00:00:00.000Z,1819-FIM-Q9-Q026-1,11438,14775,15222,14007,65,4,15,0,35,6,30,0
Detroit FTC Qualifier,MI,2018-11-16T00:00:00.000Z,1819-FIM-Q9-Q027-1,14759,13999,13995,14001,0,8,15,0,10,4,50,0
Detroit FTC Qualifier,MI,2018-11-16T00:00:00.000Z,1819-FIM-Q9-Q028-1,8753,13994,13996,12467,0,8,15,0,10,0,15,0
Detroit FTC Qualifier,MI,2018-11-16T00:00:00.000Z,1819-FIM-Q9-Q029-1,15222,14772,14003,14008,15,6,40,10,0,2,0,10
Detroit FTC Qualifier,MI,2018-11-16T00:00:00.000Z,1819-FIM-Q9-Q030-1,14773,14005,14000,14010,0,0,50,0,0,11,15,0
Detroit FTC Qualifier,MI,2018-11-16T00:00:00.000Z,1819-FIM-Q9-Q031-1,14004,14771,14007,14744,0,21,30,0,10,6,15,10
Detroit FTC Qualifier,MI,2018-11-16T00:00:00.000Z,1819-FIM-Q9-Q032-1,10280,10210,14766,11438,0,12,65,0,0,2,25,0
Detroit FTC Qualifier,MI,2018-11-16T00:00:00.000Z,1819-FIM-Q9-Q033-1,14776,14001,14775,14005,15,4,40,0,10,4,50,0
Ruckus at the Border  FTC Qualifier,MI,2018-11-16T00:00:00.000Z,1819-FIM-Q8-Q001-1,14559,9087,13917,11729,30,6,40,0,30,14,0,0
Ruckus at the Border  FTC Qualifier,MI,2018-11-16T00:00:00.000Z,1819-FIM-Q8-Q002-1,8513,13513,13702,11714,70,25,50,0,15,14,65,0
Ruckus at the Border  FTC Qualifier,MI,2018-11-16T00:00:00.000Z,1819-FIM-Q8-Q003-1,11618,12658,8733,11559,30,2,0,0,70,6,25,0
Ruckus at the Border  FTC Qualifier,MI,2018-11-16T00:00:00.000Z,1819-FIM-Q8-Q004-1,9855,15106,9895,12548,40,10,75,0,60,4,15,0
Ruckus at the Border  FTC Qualifier,MI,2018-11-16T00:00:00.000Z,1819-FIM-Q8-Q005-1,5663,7228,14558,14486,70,10,65,0,55,24,50,0
Ruckus at the Border  FTC Qualifier,MI,2018-11-16T00:00:00.000Z,1819-FIM-Q8-Q006-1,12821,14229,13986,12659,75,15,15,0,0,8,15,0
Ruckus at the Border  FTC Qualifier,MI,2018-11-16T00:00:00.000Z,1819-FIM-Q8-Q007-1,14634,13009,11617,8553,0,6,50,0,60,4,65,0
